RADICADO,FECHA ACCIDENTE,HORA ACCIDENTE,CLASE ACCIDENTE,GRAVEDAD,CLASIFICACIÓN,DIRECCION,BARRIO,AREA ACCIDENTE,ESTADO DELTIEMPO,No. VICTIMA PEATON,No. VICTIMA ACOMPANANTE,No. VICTIMA PASAJERO,No. VICTIMA CONDUCTOR,No. VICTIMA HERIDO,No. VICTIMA MUERTO
20874,07/25/2022 12:00:00 AM,15:00:00,Atropello,herido,Ciclista-Motociclista,calle 11 frente a 17-24,Esmeralda,Urbana,Normal,1,0,0,1,2,0
20875,07/24/2022 12:00:00 AM,15:25:00,Choque,herido,Ciclista-Motociclista,km 14   vereda yarumito,Esmeralda,Rural,Normal,0,0,0,1,1,0
20876,07/16/2022 12:00:00 AM,19:20:00,Choque,daño,Ciclista-Motociclista,calle 11 con cra 21  CAS,Esmeralda,Urbana,Normal,0,0,0,0,0,0
20877,07/14/2022 12:00:00 AM,8:00:00,Choque,daño,Ciclista-Motociclista,km 6 + 200 vereda el saladito,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20878,07/16/2022 12:00:00 AM,13:10:00,Choque,daño,Ciclista-Motociclista,calle 14 con cra 19  barrio santa monica,Hospital,Urbana,Normal,0,0,0,0,0,0
20879,07/18/2022 12:00:00 AM,21:00:00,Atropello,herido,Ciclista-Motociclista,cra 14 con calle 17   el cristo,Hospital,Urbana,Normal,1,0,0,0,1,0
20887,07/19/2022 12:00:00 AM,16:45:00,Volcamiento,herido,Ciclista-Motociclista,cra 21 con calle 15 y 16,Esmeralda,Urbana,Normal,0,0,0,1,1,0
20888,07/18/2022 12:00:00 AM,8:31:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20889,07/25/2022 12:00:00 AM,16:30:00,Volcamiento,herido,Ciclista-Motociclista,km 5 +750 vereda isaza,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20890,07/22/2022 12:00:00 AM,6:30:00,Volcamiento,herido,Ciclista-Motociclista,calle 17 #07-04 potrerito,Esmeralda,Urbana,Lluvia,0,0,0,1,1,0
20891,07/20/2022 12:00:00 AM,22:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda el machete,Esmeralda,Rural,Normal,0,0,0,1,1,0
20892,07/17/2022 12:00:00 AM,13:30:00,Volcamiento,herido,Ciclista-Motociclista,km 2 la montera,Esmeralda,Rural,Normal,0,0,0,1,1,0
20902,07/18/2022 12:00:00 AM,18:45:00,Volcamiento,herido,Ciclista-Motociclista,KM 0+300,Parque Principal,Rural,Normal,0,1,0,1,2,0
20903,07/29/2022 12:00:00 AM,6:30:00,Choque,herido,Ciclista-Motociclista,KM 5+ 100 HATILLO-BARBOSA ( ISAZA),Esmeralda,Rural,Normal,0,0,0,2,2,0
20904,07/31/2022 12:00:00 AM,11:15:00,Atropello,herido,Ciclista-Motociclista,cra 17 #30-34,Parq.De Las Aguas,Urbana,Normal,1,0,0,0,1,0
20905,07/20/2022 12:00:00 AM,7:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda la chorrera(el ballo),Esmeralda,Rural,Normal,0,0,0,1,1,0
20906,02/10/0022 12:00:00 AM,16:30:00,Volcamiento,herido,Ciclista-Motociclista,km 8 + 800 papelsa  dos quebradas,Esmeralda,Rural,Normal,0,0,0,1,1,0
20907,02/10/0022 12:00:00 AM,9:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda tamborcito calle 2,Esmeralda,Rural,Normal,0,0,0,1,1,0
20908,02/10/0022 12:00:00 AM,21:30:00,Volcamiento,herido,Ciclista-Motociclista,KM 15 + 00 POPALITO,Esmeralda,Rural,Normal,0,0,0,1,1,0
20909,07/31/2022 12:00:00 AM,12:35:00,Choque,daño,Ciclista-Motociclista,KM6+300 LA CUESTA,Esmeralda,Rural,Normal,0,0,0,0,0,0
20910,03/10/0022 12:00:00 AM,19:00:00,Otro,herido,Ciclista-Motociclista,calle 20 entre 21 y la 19,Papelsa,Urbana,Normal,0,0,0,1,1,0
20911,05/10/0022 12:00:00 AM,9:40:00,Volcamiento,herido,Ciclista-Motociclista,km 10 aproximadamente  popalito,Papelsa,Rural,Normal,0,0,0,1,1,0
20707,08/07/0022 12:00:00 AM,19:50:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA LA CUESTA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20708,09/07/0022 12:00:00 AM,12:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda el eco,Esmeralda,Rural,Normal,0,0,0,1,1,0
20709,05/15/2022 12:00:00 AM,4:50:00,Otro,herido,Ciclista-Motociclista,el machete km 20+800 bello-hatillo,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20710,05/15/2022 12:00:00 AM,10:50:00,Choque,daño,Ciclista-Motociclista,molino viejo santodomingo km 3   la cuesta,Esmeralda,Rural,Normal,0,0,0,0,0,0
20896,07/23/2022 12:00:00 AM,18:50:00,Volcamiento,herido,Ciclista-Motociclista,calle 10 #9 entrada a manantial-villa roca,Hospital,Urbana,Normal,0,0,0,1,1,0
20897,07/16/2022 12:00:00 AM,14:30:00,Choque,daño,Ciclista-Motociclista,km1+600 hatillo,Parque Principal,Rural,Normal,0,0,0,0,0,0
20898,07/26/2022 12:00:00 AM,18:20:00,Volcamiento,herido,Ciclista-Motociclista,la montañita,Esmeralda,Rural,Normal,0,0,0,1,1,0
20899,12/09/0022 12:00:00 AM,17:23:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20900,07/21/2022 12:00:00 AM,16:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda potrerito  via concepcion,Esmeralda,Rural,Normal,0,0,0,1,1,0
20711,05/15/2022 12:00:00 AM,18:02:00,Choque,herido,Ciclista-Motociclista,ruta 6205 km 7+200,Esmeralda,Rural,Normal,0,0,0,1,1,0
20726,11/07/0022 12:00:00 AM,9:30:00,Choque,daño,Ciclista-Motociclista,KM 27 + 100 MEDELLIN  LLANOS DE CUIVA-LA ESE,Esmeralda,Rural,Normal,0,0,0,0,0,0
20727,05/20/2022 12:00:00 AM,5:40:00,Choque,herido,Ciclista-Motociclista,KM 29 + 100 VIA MEDELLIN  LLANOS- BRISAS DEL NORTE,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20728,05/22/2022 12:00:00 AM,19:30:00,Volcamiento,herido,Ciclista-Motociclista,KM 21+700 VEREDA EL PARAISO,Esmeralda,Rural,Normal,0,0,0,1,1,0
20729,05/25/2022 12:00:00 AM,6:00:00,Volcamiento,herido,Ciclista-Motociclista,calle 12a de carrera 8,Esmeralda,Urbana,Normal,0,0,1,0,1,0
20732,05/28/2022 12:00:00 AM,17:15:00,Choque,daño,Ciclista-Motociclista,carrera 17 con calle 17 barbosa,Hospital,Urbana,Normal,0,0,0,0,0,0
20733,05/26/2022 12:00:00 AM,20:30:00,Choque,herido,Ciclista-Motociclista,cra 13 con calle 16 Barbosa,Parque Principal,Urbana,Normal,0,0,0,1,1,0
20789,06/23/2022 12:00:00 AM,7:00:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34 hospital,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20793,06/25/2022 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,cra 14 con calle 17,Hospital,Urbana,Normal,0,0,0,1,1,0
20794,06/24/2022 12:00:00 AM,11:42:00,Volcamiento,herido,Ciclista-Motociclista,vereda potrerito km 1,Esmeralda,Rural,Normal,0,0,0,1,1,0
20795,06/15/2022 12:00:00 AM,17:00:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10 30 de mayo,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20796,06/16/2022 12:00:00 AM,21:00:00,Volcamiento,herido,Ciclista-Motociclista,km 3+200 los lagos,Esmeralda,Rural,Normal,0,0,0,1,1,0
20813,12/06/0022 12:00:00 AM,16:30:00,Choque,herido,Ciclista-Motociclista,KM 27+670 HATILLO MATAZANO,Esmeralda,Rural,Normal,0,0,0,1,1,0
20814,04/18/2022 12:00:00 AM,15:00:00,Choque,daño,Ciclista-Motociclista,bello- llanoscuiva km 33+500,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20883,09/09/0022 12:00:00 AM,11:20:00,Choque,herido,Ciclista-Motociclista,6205 km 6 + 700 Vereda isaza,Esmeralda,Rural,Normal,0,0,0,1,1,0
20884,05/18/2022 12:00:00 AM,22:10:00,Choque,daño,Ciclista-Motociclista,via medellin km 30 + 200 via llanos de cuiva,Esmeralda,Rural,Normal,0,0,0,0,0,0
20885,07/21/2022 12:00:00 AM,11:00:00,Choque,herido,Ciclista-Motociclista,ruta 6205 cl 15 b # 59,Esmeralda,Rural,Normal,0,0,0,1,1,0
20886,07/18/2022 12:00:00 AM,15:30:00,Atropello,herido,Ciclista-Motociclista,ruta 6205 km 14 + 500 la cejita,Esmeralda,Rural,Normal,1,0,0,1,2,0
20895,07/22/2022 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,km 29 + 750 medellin.llanos de cuiva sector la s,Esmeralda,Rural,Lluvia,0,0,1,0,1,0
20723,05/15/2022 12:00:00 AM,7:00:00,Volcamiento,herido,Ciclista-Motociclista,km3 + 800   el eco,Esmeralda,Rural,Lluvia,0,1,0,0,1,0
20724,05/19/2022 12:00:00 AM,9:30:00,Choque,herido,Ciclista-Motociclista,calle 17 con carrera 13,Parque Principal,Urbana,Normal,0,0,1,0,1,0
20774,06/16/2022 12:00:00 AM,14:15:00,Choque,daño,Ciclista-Motociclista,cra 18 con calle 13 centro,Esmeralda,Urbana,Normal,0,0,0,0,0,0
20790,04/18/2022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,hatillo-matasano km 3+500,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20791,05/04/0022 12:00:00 AM,1:40:00,Volcamiento,daño,Ciclista-Motociclista,hatillo matasano km 24+500,Esmeralda,Rural,Normal,0,0,0,0,0,0
20792,12/04/0022 12:00:00 AM,1:20:00,Choque,daño,Ciclista-Motociclista,don matias hatillo km 29+000,Esmeralda,Rural,Normal,0,0,0,0,0,0
20841,06/09/0022 12:00:00 AM,9:45:00,Choque,herido,Ciclista-Motociclista,km 6 + 800 criogas,Papelsa,Rural,Normal,0,0,0,1,1,0
20843,07/09/0022 12:00:00 AM,16:20:00,Choque,herido,Ciclista-Motociclista,km 4 + 600 avicola macondo,Papelsa,Rural,Lluvia,0,1,0,1,2,0
20845,10/09/0022 12:00:00 AM,15:30:00,Choque,herido,Ciclista-Motociclista,carrera 21 con calle 20-19a -la glorieta,Esmeralda,Urbana,Normal,0,0,0,1,1,0
20847,04/26/2022 12:00:00 AM,7:10:00,Choque,herido,Ciclista-Motociclista,HATILLO BARBOSA KM 7 + 850,Esmeralda,Rural,Normal,0,0,1,1,2,0
20848,12/09/0022 12:00:00 AM,7:30:00,Choque,herido,Ciclista-Motociclista,CRA 21 CON CALLE 21 Y 22 FRENTE A COLKIM,Esmeralda,Urbana,Normal,0,0,0,2,2,0
20850,09/09/0022 12:00:00 AM,15:30:00,Volcamiento,herido,Ciclista-Motociclista,KM 1 HACIA LA MONTAÑITA -LA PLAYITA,Esmeralda,Rural,Normal,0,0,3,1,4,0
20851,08/09/0022 12:00:00 AM,5:30:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA EL PARAISO  EL MACHETE,Esmeralda,Rural,Normal,0,0,0,1,1,0
20852,10/09/0022 12:00:00 AM,7:50:00,Choque,herido,Ciclista-Motociclista,KM 13+00 POPALITO,Esmeralda,Rural,Normal,0,0,0,1,1,0
20811,06/23/2022 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda platanito  hatillo-cabildo km1,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20816,06/09/0022 12:00:00 AM,15:00:00,Atropello,herido,Ciclista-Motociclista,CRA 21 CON CLL 12 BARRIO CECILIA CABALLERO,Esmeralda,Urbana,Normal,1,0,0,1,2,0
20818,01/09/0022 12:00:00 AM,21:20:00,Choque,daño,Ciclista-Motociclista,papelsa km 10,Papelsa,Rural,Normal,0,0,0,0,0,0
20819,01/09/0022 12:00:00 AM,5:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda platanito parte alta,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20820,06/24/2022 12:00:00 AM,16:10:00,Volcamiento,herido,Ciclista-Motociclista,via concepcion,Esmeralda,Rural,Normal,0,0,0,1,1,0
20822,06/29/2022 12:00:00 AM,10:30:00,Volcamiento,herido,Ciclista-Motociclista,km 3 hatillo,Esmeralda,Rural,Normal,0,0,0,1,1,0
20859,12/09/0022 12:00:00 AM,21:40:00,Choque,herido,Ciclista-Motociclista,km1 + 300,Esmeralda,Rural,Normal,0,0,0,1,1,0
20860,07/14/2022 12:00:00 AM,12:20:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA POTRERITO KM 1,Esmeralda,Rural,Normal,0,0,0,1,1,0
20861,07/14/2022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,CRA 17 CON CALLE 19 - CEMENTERIO,Hospital,Urbana,Normal,0,0,0,1,1,0
20862,07/14/2022 12:00:00 AM,17:10:00,Choque,herido,Ciclista-Motociclista,KM 8+600,Esmeralda,Rural,Normal,0,1,0,1,2,0
20863,12/09/0022 12:00:00 AM,20:06:00,Choque,muerte,Ciclista-Motociclista,KM 7 + 500 CHICHARRAS,Esmeralda,Rural,Normal,0,1,0,1,1,1
20901,07/17/2022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda lajas,Esmeralda,Rural,Normal,0,0,0,1,1,0
21084,11/20/2022 12:00:00 AM,14:30:00,Choque,herido,Ciclista-Motociclista,km 8 + 800,Esmeralda,Rural,Normal,0,0,3,1,4,0
21085,11/21/2022 12:00:00 AM,19:50:00,Volcamiento,herido,Ciclista-Motociclista,km08+500 entrada a barbosa por al doble calzada,Esmeralda,Rural,Normal,0,0,0,1,1,0
21086,11/16/2022 12:00:00 AM,10:00:00,Caida Ocupante,herido,Ciclista-Motociclista,calle 10 con cra 17,Parq.De Las Aguas,Urbana,Normal,0,0,1,0,1,0
20932,11/10/0022 12:00:00 AM,6:00:00,Choque,herido,Ciclista-Motociclista,6205 km 5 + 900,Esmeralda,Rural,Normal,0,0,1,1,2,0
21005,09/19/2022 12:00:00 AM,11:00:00,Volcamiento,herido,Ciclista-Motociclista,KM 14 APROXIMADAMENTE -VEREDA LA CUESTA,Esmeralda,Rural,Normal,0,0,0,1,1,0
21006,09/19/2022 12:00:00 AM,11:30:00,Volcamiento,herido,Ciclista-Motociclista,HOSPITAL CRA 17 CON CALLE 10,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
21007,09/20/2022 12:00:00 AM,17:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda la gomez,Esmeralda,Rural,Normal,0,0,1,0,1,0
21008,09/15/2022 12:00:00 AM,11:38:00,Atropello,herido,Ciclista-Motociclista,CALLE 13 ENTRE CRA 17 Y 18 -AGROISAZA,Esmeralda,Urbana,Normal,1,0,0,0,1,0
21009,09/19/2022 12:00:00 AM,15:00:00,Volcamiento,herido,Ciclista-Motociclista,KM 1+500 EL ECO,Esmeralda,Rural,Normal,0,0,0,1,1,0
21040,10/12/0022 12:00:00 AM,13:20:00,Choque,herido,Ciclista-Motociclista,calle nueva cra 8 con calle 16,Parque Principal,Urbana,Normal,0,0,0,1,1,0
21041,09/12/0022 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA LA MONTERA,Esmeralda,Rural,Normal,0,0,5,1,6,0
21042,10/12/0022 12:00:00 AM,8:10:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA LAS VICTORIAS,Esmeralda,Rural,Normal,0,0,0,1,1,0
21043,12/12/0022 12:00:00 AM,16:30:00,Choque,herido,Ciclista-Motociclista,BARRIO SAN RAFAEL CALLE 13 ENTRE CRA 5 Y 7,Hospital,Urbana,Normal,0,0,0,1,1,0
21092,11/27/2022 12:00:00 AM,23:40:00,Atropello,herido,Ciclista-Motociclista,vereda el paraiso km 20+830,Esmeralda,Rural,Lluvia,2,0,0,1,3,0
21093,11/24/2022 12:00:00 AM,19:30:00,Atropello,herido,Ciclista-Motociclista,KM 22+100 LA LOMITA,Esmeralda,Rural,Normal,1,0,0,1,2,0
21094,11/13/0022 12:00:00 AM,8:00:00,Choque,herido,Ciclista-Motociclista,via bello-hatillo km19+900,Esmeralda,Rural,Normal,0,0,0,1,1,0
21095,11/27/2022 12:00:00 AM,13:40:00,Volcamiento,herido,Ciclista-Motociclista,CRA 17 CON CALLE 10 HOSPITAL,Parq.De Las Aguas,Urbana,Normal,0,0,1,0,1,0
20929,08/13/2022 12:00:00 AM,22:15:00,Volcamiento,herido,Ciclista-Motociclista,6205 Km 4 aprox,Esmeralda,Rural,Normal,0,0,0,1,1,0
20930,04/10/0022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,cr 17 #10 34,Papelsa,Urbana,Normal,0,0,0,1,1,0
20931,06/18/2022 12:00:00 AM,19:20:00,Choque,daño,Ciclista-Motociclista,2510 bello - hatillo km 20+000,Esmeralda,Rural,Normal,0,0,0,0,0,0
20945,08/17/2022 12:00:00 AM,10:40:00,Choque,herido,Ciclista-Motociclista,CARRERA 21 CALLE12 BARRIO CECILIA CABALLERO,Papelsa,Urbana,Normal,0,0,0,1,1,0
20946,08/13/2022 12:00:00 AM,16:00:00,Volcamiento,herido,Ciclista-Motociclista,KILOMETRO 08+100 CURVA PAPELSA,Papelsa,Rural,Normal,0,0,0,1,1,0
20960,08/27/2022 12:00:00 AM,20:20:00,Atropello,muerte,Ciclista-Motociclista,bello  hatillo km 21+640   las lomitas,Esmeralda,Rural,Normal,1,0,0,0,0,1
20961,04/11/0022 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,VEREDA CAÑADA HONDA KM 2 APROX,Esmeralda,Rural,Normal,0,0,0,1,1,0
20962,08/24/2022 12:00:00 AM,19:10:00,Choque,herido,Ciclista-Motociclista,bello-hatillo km 19+800 sector parque de las aguas,Esmeralda,Rural,Normal,0,0,1,2,3,0
20963,08/30/2022 12:00:00 AM,17:00:00,Choque,daño,Ciclista-Motociclista,km1+100 curva de la virgen hatillo,Esmeralda,Rural,Normal,0,0,0,0,0,0
20964,05/11/0022 12:00:00 AM,14:30:00,Choque,daño,Ciclista-Motociclista,km 1 +100 via hatillo,Esmeralda,Rural,Normal,0,0,0,0,0,0
20966,04/11/0022 12:00:00 AM,16:00:00,Caida Ocupante,herido,Ciclista-Motociclista,vereda la playa km4,Esmeralda,Rural,Normal,0,1,0,0,1,0
20967,02/11/0022 12:00:00 AM,10:30:00,Choque,herido,Ciclista-Motociclista,cra 18 con calle 15,Hospital,Urbana,Normal,0,0,0,1,1,0
20968,01/11/0022 12:00:00 AM,16:10:00,Volcamiento,herido,Ciclista-Motociclista,KM 8+400 ENTRADA A BARBOSA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20969,05/11/0022 12:00:00 AM,12:30:00,Volcamiento,herido,Ciclista-Motociclista,calle 13 barrio el porton,Hospital,Urbana,Normal,0,0,0,1,1,0
20982,06/11/0022 12:00:00 AM,11:10:00,Choque,daño,Ciclista-Motociclista,calle 4 #4-43 con cra 21,Esmeralda,Urbana,Normal,0,0,0,0,0,0
20983,09/15/2022 12:00:00 AM,16:40:00,Choque,herido,Ciclista-Motociclista,KM3+200 VEREDA EL SALLADO,Esmeralda,Rural,Normal,0,0,0,2,2,0
20984,09/19/2022 12:00:00 AM,10:20:00,Choque,herido,Ciclista-Motociclista,km o+400 frutera barbosa  glorieta del hatillo,Esmeralda,Rural,Normal,0,0,1,1,2,0
20985,09/18/2022 12:00:00 AM,10:00:00,Volcamiento,herido,Ciclista-Motociclista,km 9 + 700 aprox. (popalito),Esmeralda,Rural,Normal,0,0,1,1,2,0
20986,06/11/0022 12:00:00 AM,11:30:00,Volcamiento,herido,Ciclista-Motociclista,cra 16 con calle20,Hospital,Urbana,Normal,0,0,0,1,1,0
20987,03/11/0022 12:00:00 AM,20:00:00,Volcamiento,herido,Ciclista-Motociclista,km 1 aprox. (yarumito),Esmeralda,Rural,Normal,0,0,1,0,1,0
20988,08/30/2022 12:00:00 AM,5:44:00,Volcamiento,herido,Ciclista-Motociclista,km 6 + 40 hatillo-girardota ( marruecos),Esmeralda,Rural,Normal,0,0,0,1,1,0
20989,08/13/2022 12:00:00 AM,11:00:00,Choque,daño,Ciclista-Motociclista,km2+250 via a santodomingo (vereda la cuesta),Esmeralda,Rural,Normal,0,0,0,0,0,0
20990,08/27/2022 12:00:00 AM,15:40:00,Choque,daño,Ciclista-Motociclista,km6+600 via hatillo ( el saladito),Esmeralda,Rural,Viento,0,0,0,0,0,0
20991,08/25/2022 12:00:00 AM,11:00:00,Volcamiento,herido,Ciclista-Motociclista,km 8 aproximadamente,Esmeralda,Rural,Normal,0,0,0,1,1,0
20944,08/18/2022 12:00:00 AM,15:30:00,Volcamiento,herido,Ciclista-Motociclista,cr 17 # 10 - 34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20947,12/08/0022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,5079000 hatillo - alto matasano km 30 + 400,Esmeralda,Rural,Normal,0,0,0,0,0,0
20948,08/13/2022 12:00:00 AM,13:30:00,Volcamiento,herido,Ciclista-Motociclista,6205A km 19 aprox,Esmeralda,Rural,Normal,0,0,0,1,1,0
20949,08/13/2022 12:00:00 AM,17:50:00,Choque,daño,Ciclista-Motociclista,cra 17 clla 15,Esmeralda,Urbana,Normal,0,0,0,0,0,0
21044,10/16/2022 12:00:00 AM,9:10:00,Choque,herido,Ciclista-Motociclista,lomita 1 km 22 +450,Esmeralda,Rural,Normal,0,0,0,1,1,0
21045,10/18/2022 12:00:00 AM,15:50:00,Choque,herido,Ciclista-Motociclista,barriola 12-cra 21 co calle 12,Esmeralda,Urbana,Normal,0,0,0,1,1,0
21046,08/12/0022 12:00:00 AM,18:30:00,Choque,herido,Ciclista-Motociclista,km 10+900 vereda dos quebradas,Esmeralda,Rural,Normal,0,0,0,1,1,0
21047,06/12/0022 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,VEREDA LA GOMEZ,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
21048,10/17/2022 12:00:00 AM,16:30:00,Choque,herido,Ciclista-Motociclista,via concepcion km 19 + 750,Esmeralda,Rural,Normal,0,0,1,0,1,0
21049,10/15/2022 12:00:00 AM,14:50:00,Choque,herido,Ciclista-Motociclista,barrio 30 de mayo cra 21 #7A-34,Esmeralda,Urbana,Normal,0,0,0,1,1,0
21050,10/12/0022 12:00:00 AM,8:00:00,Volcamiento,herido,Ciclista-Motociclista,barrios de jesus cra 17,Hospital,Urbana,Normal,0,0,0,1,1,0
21051,10/13/2022 12:00:00 AM,12:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda isaza km 7 + 400,Esmeralda,Rural,Normal,0,0,1,1,2,0
21087,11/22/2022 12:00:00 AM,21:30:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
21088,11/22/2022 12:00:00 AM,6:00:00,Choque,herido,Ciclista-Motociclista,KM 8 + 400 ENTRADA A BARBOSA  POR LA DOBLE CALZADA,Esmeralda,Rural,Normal,0,0,0,1,1,0
21089,11/21/2022 12:00:00 AM,18:00:00,Volcamiento,herido,Ciclista-Motociclista,km 20 + 500   via hacia filo verde,Esmeralda,Rural,Normal,0,0,1,0,1,0
21090,11/19/2022 12:00:00 AM,18:45:00,Atropello,herido,Ciclista-Motociclista,km8 el cortado barbosa,Esmeralda,Rural,Lluvia,1,0,0,0,1,0
21091,11/17/2022 12:00:00 AM,16:00:00,Choque,herido,Ciclista-Motociclista,la chorrera km 1 via concepcion,Esmeralda,Rural,Normal,0,0,0,1,1,0
20921,03/10/0022 12:00:00 AM,11:30:00,Choque,herido,Ciclista-Motociclista,km 21+800 bello-hatillo(el machete),Esmeralda,Rural,Normal,0,0,0,1,1,0
20923,07/10/0022 12:00:00 AM,8:50:00,Atropello,herido,Ciclista-Motociclista,CRA 19 FRENTE AL # 16-34 BARRIO SANTA MONICA,Hospital,Urbana,Normal,1,0,0,0,1,0
20925,11/10/0022 12:00:00 AM,21:30:00,Atropello,herido,Ciclista-Motociclista,km 8 + 300 hatillo-girardota,Esmeralda,Rural,Normal,1,0,0,1,2,0
20992,09/14/2022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,km 6 aproximado (isaza),Esmeralda,Rural,Normal,0,0,0,1,1,0
20993,08/11/0022 12:00:00 AM,7:40:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA EL PARAISO KM 20 APROX.,Esmeralda,Rural,Normal,0,0,1,1,2,0
20994,08/21/2022 12:00:00 AM,16:30:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20995,08/22/2022 12:00:00 AM,17:00:00,Volcamiento,herido,Ciclista-Motociclista,el eco km 4+500 aproximadamente,Esmeralda,Rural,Normal,0,0,0,1,1,0
20996,08/21/2022 12:00:00 AM,2:25:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34,Parq.De Las Aguas,Urbana,Normal,0,1,0,0,1,0
20997,07/23/2022 12:00:00 AM,9:40:00,Choque,daño,Ciclista-Motociclista,puerto mulero km 20+900,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20998,12/08/0022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,brisas del norte  hatillo-matazanos km30+400,Esmeralda,Rural,Normal,0,0,0,0,0,0
20999,09/11/0022 12:00:00 AM,18:40:00,Choque,daño,Ciclista-Motociclista,vereda canaan km 0+700 via colkim,Hospital,Rural,Normal,0,0,0,0,0,0
21000,11/11/0022 12:00:00 AM,1:30:00,Caida Ocupante,herido,Ciclista-Motociclista,LA BALVANERA CRA 21 GLORIETA,Hospital,Urbana,Lluvia,0,1,0,0,1,0
21001,09/17/2022 12:00:00 AM,20:00:00,Atropello,herido,Ciclista-Motociclista,km 17 vereda popalito,Esmeralda,Rural,Normal,1,0,1,0,2,0
21002,08/17/2022 12:00:00 AM,18:00:00,Choque,daño,Ciclista-Motociclista,VIA HATILLO-MATAZANOS KM6,Esmeralda,Rural,Normal,0,0,0,0,0,0
21003,09/18/2022 12:00:00 AM,14:00:00,Volcamiento,herido,Ciclista-Motociclista,km 21+00 el machete,Esmeralda,Rural,Normal,0,0,0,1,1,0
21004,09/18/2022 12:00:00 AM,18:30:00,Volcamiento,herido,Ciclista-Motociclista,KM 5 APROXIMADAMENTE BARBOSA-MOLINO VIEJO,Esmeralda,Rural,Lluvia,0,0,1,1,2,0
20965,08/31/2022 12:00:00 AM,7:05:00,Choque,herido,Ciclista-Motociclista,km 20 + 900 medellin los llanos,Esmeralda,Rural,Normal,0,0,0,1,1,0
21052,10/17/2022 12:00:00 AM,10:45:00,Choque,herido,Ciclista-Motociclista,vereda la primavera km 21+950  bello-hatillo,Esmeralda,Rural,Normal,0,0,1,1,2,0
21053,10/22/2022 12:00:00 AM,6:50:00,Choque,herido,Ciclista-Motociclista,vereda el eco  km4+000,Esmeralda,Rural,Normal,0,0,0,2,2,0
21054,10/22/2022 12:00:00 AM,6:45:00,Choque,herido,Ciclista-Motociclista,dos quebradas  km10+300,Esmeralda,Rural,Normal,0,0,0,1,1,0
